rank,Youtuber,subscribers,video views,video count,category,started,subscribers (in millions),video views(in millions)
795,Koo Koo TV Hindi Horror,"2,660,000.00","943,006,542.00",568.00,Entertainment,2019,2.66,9430.06542
796,Bhaity Music Company.,0,"942,841,391.00",66.00,,2019,0,9428.41391
797,Prashant Sharma Entertainment,"2,510,000.00","942,261,447.00",273.00,People & Blogs,2016,2.51,9422.61447
798,Sri Balaji Music,"1,320,000.00","941,729,773.00","1,322.00",Music,2013,1.32,9417.29773
799,TIME8 News,"1,670,000.00","940,724,943.00","68,662.00",News & Politics,2017,1.67,9407.24943
800,Anaysa Shorts,"1,840,000.00","940,605,438.00",673.00,Entertainment,2020,1.84,9406.05438
801,dhamaal oye raju,"1,190,000.00","940,525,770.00",635.00,Comedy,2016,1.19,9405.2577
802,Red Pix 24x7,"2,220,000.00","940,444,529.00","17,579.00",News & Politics,2013,2.22,9404.44529
803,ArtKo Point,"2,410,000.00","940,121,268.00","2,265.00",Howto & Style,2018,2.41,9401.21268
804,aha videoIN,"2,220,000.00","939,033,791.00","2,617.00",Entertainment,2020,2.22,9390.33791
805,AIDC,"3,340,000.00","936,935,110.00","2,028.00",Music,2016,3.34,9369.3511
806,CRUX,"1,680,000.00","935,919,045.00","10,894.00",News & Politics,2016,1.68,9359.19045
807,Gajendra Verma,"4,150,000.00","935,526,465.00",58.00,Music,2015,4.15,9355.26465
808,N - Isai,"2,960,000.00","934,915,531.00","1,430.00",Film & Animation,2016,2.96,9349.15531
809,REVEALING EYES,"4,950,000.00","931,531,368.00",891.00,Science & Technology,2013,4.95,9315.31368
810,TV5 Kannada,"1,960,000.00","929,341,211.00","59,232.00",News & Politics,2017,1.96,9293.41211
811,EnglishFairyTales,"3,270,000.00","927,822,984.00",565.00,Film & Animation,2016,3.27,9278.22984
812,Loud Speaker,"840,000.00","925,858,948.00","4,702.00",Entertainment,2016,0.84,9258.58948
813,Mango Telugu Cinema,"2,450,000.00","925,660,046.00","16,070.00",Entertainment,2014,2.45,9256.60046
814,Best Story TV,"2,510,000.00","925,504,171.00",303.00,,2019,2.51,9255.04171
815,SumanTV Health,"3,270,000.00","924,854,719.00","12,919.00",Howto & Style,2016,3.27,9248.54719
816,Symphony,"3,170,000.00","924,149,097.00","1,782.00",Music,2009,3.17,9241.49097
817,Shoaib Ibrahim Official,"2,990,000.00","923,544,456.00",341.00,People & Blogs,2012,2.99,9235.44456
818,Chirayu Payal Malik,"2,180,000.00","923,492,018.00",547.00,,2021,2.18,9234.92018
819,Sadhguru Hindi,"5,910,000.00","921,964,242.00","1,427.00",Howto & Style,2014,5.91,9219.64242
820,Kappa Originals Official,"2,140,000.00","921,507,641.00","13,309.00",Music,2013,2.14,9215.07641
821,YOYO TV Kannada,"3,030,000.00","921,121,404.00","29,775.00",Entertainment,2016,3.03,9211.21404
822,Viwa Food World,"4,480,000.00","918,196,734.00",367.00,Entertainment,2017,4.48,9181.96734
823,Ramsivasa Tamil,"1,030,000.00","914,346,828.00","1,489.00",Howto & Style,2018,1.03,9143.46828
824,Ford India,"260,000.00","913,632,245.00",362.00,Autos & Vehicles,2014,0.26,9136.32245
825,Amma Chethi Vanta,"2,760,000.00","911,869,702.00","1,152.00",People & Blogs,2011,2.76,9118.69702
826,AmdavadiMan Ni Duniya,"1,260,000.00","910,231,300.00",417.00,People & Blogs,2019,1.26,9102.313
827,Pandit Pradeep Ji Mishra Sehore Wale,"4,350,000.00","907,979,593.00","2,939.00",People & Blogs,2012,4.35,9079.79593
828,Bhakti Video,"4,060,000.00","906,555,890.00",70.00,Entertainment,2018,4.06,9065.5589
829,Vikatan TV,"2,830,000.00","906,509,682.00","8,935.00",News & Politics,2011,2.83,9065.09682
830,Nagma Mirajkar,"1,540,000.00","905,717,433.00",640.00,Entertainment,2019,1.54,9057.17433
831,News Now,"2,620,000.00","902,850,732.00","10,758.00",People & Blogs,2016,2.62,9028.50732
832,123 GO! FOOD Hindi,"2,340,000.00","901,741,280.00",262.00,People & Blogs,2021,2.34,9017.4128
833,Tips Films,"3,020,000.00","900,050,726.00",509.00,Music,2009,3.02,9000.50726
834,Moviez Adda,"1,580,000.00","898,531,688.00","66,243.00",Film & Animation,2012,1.58,8985.31688
835,Fukra Insaan,"5,400,000.00","896,817,755.00",240.00,People & Blogs,2019,5.4,8968.17755
836,chatpat toy tv,"4,140,000.00","896,696,431.00","1,090.00",,2019,4.14,8966.96431
837,Mangli Official,"2,530,000.00","895,221,479.00",57.00,Music,2016,2.53,8952.21479
838,Disney+ Hotstar Tamil,"1,020,000.00","894,462,821.00","1,380.00",People & Blogs,2021,1.02,8944.62821
839,MostTechy Shorts,"1,880,000.00","893,984,874.00",266.00,People & Blogs,2019,1.88,8939.84874
840,PJ Explained,"1,770,000.00","893,835,289.00","1,033.00",,2017,1.77,8938.35289
841,Troom Troom WOW India,"2,000,000.00","893,533,180.00",736.00,,2020,2,8935.3318
842,BR Bhai,"2,230,000.00","892,148,515.00",753.00,Entertainment,2016,2.23,8921.48515
843,Mysterious Dunia,"6,310,000.00","891,993,146.00",738.00,Entertainment,2015,6.31,8919.93146
844,Nirmla Nehra,"4,860,000.00","891,319,514.00","1,215.00",People & Blogs,2015,4.86,8913.19514
845,Nexa Experience,"332,000.00","890,557,224.00",761.00,Autos & Vehicles,2015,0.332,8905.57224
846,Dice Media,"5,120,000.00","888,838,549.00",302.00,Entertainment,2015,5.12,8888.38549
847,Mango Videos,"2,540,000.00","887,847,217.00","8,178.00",Entertainment,2008,2.54,8878.47217
848,UPSC PCS Insider,"1,980,000.00","884,946,356.00",604.00,Education,2020,1.98,8849.46356
849,Elvish yadav,"9,060,000.00","884,903,903.00",150.00,Comedy,2016,9.06,8849.03903
850,REHKAN OFFICIAL,"1,560,000.00","884,828,921.00",546.00,People & Blogs,2018,1.56,8848.28921
851,Nova Spiritual India,"3,240,000.00","884,791,402.00",594.00,Music,2015,3.24,8847.91402
852,easy rangoli,"2,260,000.00","883,982,020.00","5,237.00",Howto & Style,2016,2.26,8839.8202
853,Action Dhamaka,"3,320,000.00","883,926,948.00",811.00,Film & Animation,2014,3.32,8839.26948
854,Stubborn Facts,"17,400,000.00","883,801,887.00",255.00,Film & Animation,2016,17.4,8838.01887
855,Bebu,"1,590,000.00","883,191,852.00",890.00,Gaming,2020,1.59,8831.91852
856,News18 Tamil Nadu,"2,540,000.00","881,977,098.00","118,571.00",News & Politics,2016,2.54,8819.77098
857,Moral Stories in Hindi,"2,650,000.00","878,504,107.00",299.00,Entertainment,2014,2.65,8785.04107
858,Dharitri Live,"1,920,000.00","878,264,943.00","4,729.00",,2017,1.92,8782.64943
859,BBC News Marathi,"2,200,000.00","876,801,762.00","13,670.00",News & Politics,2017,2.2,8768.01762
860,R Nait,"3,180,000.00","876,422,753.00",217.00,Music,2018,3.18,8764.22753
861,Moviebuff Tamil,"2,300,000.00","874,325,081.00","2,094.00",People & Blogs,2016,2.3,8743.25081
862,Bihar Tak,"2,670,000.00","870,789,450.00","21,137.00",News & Politics,2018,2.67,8707.8945
863,Naveen Ricky,"1,300,000.00","869,995,058.00",508.00,People & Blogs,2020,1.3,8699.95058
864,Manish saini,"2,920,000.00","867,996,657.00",432.00,Comedy,2019,2.92,8679.96657
865,Grassroot Entertainment,"2,330,000.00","867,636,906.00","2,024.00",Film & Animation,2012,2.33,8676.36906
866,123 GO! GOLD Hindi,"2,040,000.00","866,527,306.00",412.00,People & Blogs,2021,2.04,8665.27306
867,Nandighosha TV,"2,070,000.00","865,204,053.00","93,079.00",News & Politics,2016,2.07,8652.04053
868,Dream Planet TV,"3,030,000.00","864,591,290.00",117.00,People & Blogs,2017,3.03,8645.9129
869,Black Sheep,"4,540,000.00","862,988,493.00","1,231.00",People & Blogs,2016,4.54,8629.88493
870,Tamil Galatta News,"2,260,000.00","859,461,453.00",705.00,,2018,2.26,8594.61453
871,NakkheeranTV,"2,980,000.00","859,027,953.00","11,189.00",News & Politics,2009,2.98,8590.27953
872,diyafavas_official,"1,450,000.00","857,683,817.00",318.00,People & Blogs,2016,1.45,8576.83817
873,Hitesh KS : Hindi Gaming,"2,430,000.00","856,001,118.00","1,242.00",Gaming,2016,2.43,8560.01118
874,Labour Law Advisor,"3,950,000.00","855,867,582.00",923.00,Education,2017,3.95,8558.67582
875,Baby Toonz Kids TV - Nursery Rhymes & Kids Songs,"1,930,000.00","855,142,773.00",185.00,Film & Animation,2016,1.93,8551.42773
876,Lesics,"6,110,000.00","854,548,304.00",221.00,Education,2012,6.11,8545.48304
877,Jhankar Music Gujarati,"1,990,000.00","853,986,084.00",741.00,Music,2017,1.99,8539.86084
878,Zig & Sharko Hindi - हिन्दी,"2,030,000.00","853,579,580.00",353.00,People & Blogs,2019,2.03,8535.7958
879,डिजिटल टीवी,"3,020,000.00","852,287,824.00",229.00,People & Blogs,2019,3.02,8522.87824
880,123 GO! SCHOOL Hindi,"2,280,000.00","852,008,244.00",218.00,Entertainment,2021,2.28,8520.08244
881,baseer gaming,"7,560,000.00","851,141,667.00","1,022.00",Gaming,2019,7.56,8511.41667
882,Melody Animation,"2,100,000.00","850,897,210.00",286.00,Film & Animation,2013,2.1,8508.9721
883,DSS Production The official,"4,750,000.00","849,751,659.00",187.00,Comedy,2016,4.75,8497.51659
884,Be YouNick,"4,530,000.00","849,581,820.00",275.00,Comedy,2014,4.53,8495.8182
885,Squawk rahulraj,"1,450,000.00","849,127,999.00",351.00,People & Blogs,2020,1.45,8491.27999
886,NS Experiment,"2,320,000.00","846,550,138.00",554.00,Entertainment,2019,2.32,8465.50138
887,Health & Beauty Tips- Gharelu Nuskhe,"6,900,000.00","845,828,874.00",558.00,Education,2015,6.9,8458.28874
888,Artkala,"4,120,000.00","844,242,547.00","1,521.00",Howto & Style,2016,4.12,8442.42547
889,MRT Music,"1,660,000.00","844,106,739.00","1,604.00",Music,2017,1.66,8441.06739
890,So Effin Cray,"5,250,000.00","843,402,543.00",123.00,Entertainment,2015,5.25,8434.02543
891,Maa Paata Mee Nota,"1,360,000.00","843,108,042.00",266.00,Music,2021,1.36,8431.08042
892,Pavan Ramya❤️,"895,000.00","842,699,625.00",217.00,People & Blogs,2020,0.895,8426.99625
893,Ray Kitchen,"5,760,000.00","842,534,297.00",962.00,Howto & Style,2016,5.76,8425.34297
894,THIRU TV,"1,330,000.00","842,277,233.00","5,470.00",Entertainment,2014,1.33,8422.77233
895,Islamic Waz Bogra,"3,750,000.00","842,274,635.00","4,501.00",Entertainment,2016,3.75,8422.74635
896,Bollywood Silver Screen,"3,870,000.00","839,062,135.00",740.00,,2018,3.87,8390.62135
897,Nitesh Comedian143,"1,770,000.00","838,752,664.00",147.00,Comedy,2021,1.77,8387.52664
898,Fact Tube,"4,790,000.00","838,751,397.00",664.00,Entertainment,2017,4.79,8387.51397
899,Bollywood Hardcore,"2,200,000.00","837,678,283.00","12,276.00",News & Politics,2013,2.2,8376.78283
900,Love Sin,"3,080,000.00","836,329,248.00",153.00,Music,2018,3.08,8363.29248
901,Twin Tag - Ayesha Firoz,"2,570,000.00","835,401,015.00","1,125.00",,2014,2.57,8354.01015
902,Chu Chu Ke Funs,"2,790,000.00","835,099,864.00",427.00,Entertainment,2016,2.79,8350.99864
903,Red FM India,"4,630,000.00","834,244,330.00","6,007.00",Entertainment,2014,4.63,8342.4433
904,BillionSurpriseToys - Hindi Rhymes for Children,"2,560,000.00","834,053,683.00",135.00,Entertainment,2019,2.56,8340.53683
905,Arun Panwar,"1,650,000.00","833,252,304.00","1,323.00",Autos & Vehicles,2018,1.65,8332.52304
906,2 Foreigners In Bollywood,"6,690,000.00","831,857,805.00",51.00,Comedy,2016,6.69,8318.57805
907,MSK Movies,"1,950,000.00","830,311,433.00","4,670.00",Film & Animation,2015,1.95,8303.11433
908,Cine Action Magic,"4,210,000.00","829,359,089.00",120.00,Film & Animation,2015,4.21,8293.59089
909,Basant Jangra,"2,940,000.00","829,268,665.00",862.00,Education,2016,2.94,8292.68665
910,GS DIY MAKER,"837,000.00","829,238,033.00",825.00,People & Blogs,2020,0.837,8292.38033
911,Singles Allowed,"958,000.00","828,803,131.00",626.00,Entertainment,2020,0.958,8288.03131
912,Mayank Singh Rajawat,"3,570,000.00","828,759,552.00",74.00,,2017,3.57,8287.59552
913,Pooja Luthra,"7,460,000.00","828,564,123.00","4,697.00",Howto & Style,2012,7.46,8285.64123
914,Kalaignar TV,"2,640,000.00","828,482,628.00","15,633.00",Music,2015,2.64,8284.82628
915,Tamil Movies,"1,720,000.00","827,186,963.00","18,368.00",Movies,2006,1.72,8271.86963
916,Selfie Gamers,"5,280,000.00","827,056,690.00",816.00,Gaming,2020,5.28,8270.5669
917,villfood,"2,270,000.00","823,697,541.00","1,154.00",Howto & Style,2017,2.27,8236.97541
918,Mysterious Topic,"7,000,000.00","822,325,862.00",438.00,People & Blogs,2017,7,8223.25862
919,PLAYBOI ADI,"3,670,000.00","822,172,269.00",378.00,People & Blogs,2020,3.67,8221.72269
920,Funcho,"3,480,000.00","820,141,461.00",244.00,Comedy,2017,3.48,8201.41461
921,RB creative world,"1,590,000.00","819,491,110.00",512.00,Entertainment,2019,1.59,8194.9111
922,First India News,"2,860,000.00","819,222,429.00","82,815.00",News & Politics,2013,2.86,8192.22429
923,Sunny Kumar Rana,"3,227,017.00","818,903,141.00",67.00,Comedy,2013,3.227017,8189.03141
924,Bollywood Killa,"1,940,000.00","817,963,893.00","2,324.00",Entertainment,2016,1.94,8179.63893
925,JioCinema,"2,750,000.00","817,521,992.00","2,090.00",Sports,2016,2.75,8175.21992
926,Daily Post Punjabi,"2,360,000.00","817,160,484.00","33,947.00",News & Politics,2016,2.36,8171.60484
927,Brijwani Cassettes,"2,740,000.00","816,452,736.00","2,423.00",Entertainment,2012,2.74,8164.52736
928,D2K Beats,"782,000.00","815,014,955.00",200.00,Music,2020,0.782,8150.14955
929,AvalGlitz,"1,210,000.00","813,862,320.00","4,380.00",Entertainment,2020,1.21,8138.6232
930,Aditya Music Tamil,"1,700,000.00","813,424,993.00",220.00,Music,2017,1.7,8134.24993
931,arunj224,"1,330,000.00","812,290,920.00",228.00,Entertainment,2013,1.33,8122.9092
932,Geekyranjit,"3,320,000.00","810,708,015.00","3,240.00",Science & Technology,2011,3.32,8107.08015
933,MP Tak,"2,060,000.00","810,675,955.00","19,259.00",News & Politics,2018,2.06,8106.75955
934,NTV Entertainment,"1,300,000.00","808,953,326.00","29,099.00",People & Blogs,2017,1.3,8089.53326
935,PowerDrift,"2,450,000.00","808,471,722.00","2,610.00",Entertainment,2012,2.45,8084.71722
936,Robiul Experiment,"1,740,000.00","807,266,352.00",320.00,Science & Technology,2015,1.74,8072.66352
937,CarSutra,"828,000.00","806,539,640.00","1,063.00",Autos & Vehicles,2018,0.828,8065.3964
938,Autocar India,"2,160,000.00","806,294,178.00","3,530.00",Autos & Vehicles,2010,2.16,8062.94178
939,MagicBox Tamil Stories,"2,340,000.00","804,128,811.00",457.00,Film & Animation,2012,2.34,8041.28811
940,Finetouch Music,"2,270,000.00","802,721,287.00",323.00,Music,2017,2.27,8027.21287
941,Sumit Bhyan,"2,610,000.00","801,529,761.00",116.00,Entertainment,2020,2.61,8015.29761
942,OLD STORY,"3,110,000.00","799,524,579.00",105.00,Entertainment,2017,3.11,7995.24579
943,Pyramid Glitz Music,"1,890,000.00","799,030,616.00","5,705.00",Music,2016,1.89,7990.30616
944,TamilCrowd,"2,850,000.00","797,673,314.00","5,930.00",Entertainment,2015,2.85,7976.73314
945,ChessBase India,"1,080,000.00","795,459,947.00","8,251.00",Sports,2015,1.08,7954.59947
946,ADITECH,"8,230,000.00","794,903,904.00",515.00,Gaming,2018,8.23,7949.03904
947,Vincey Productions,"2,560,000.00","793,740,388.00",495.00,Music,2011,2.56,7937.40388
948,BalajiMotionPictures,"1,520,000.00","793,420,776.00",594.00,Entertainment,2012,1.52,7934.20776
949,Lyca Productions,"3,000,000.00","792,520,814.00","1,151.00",Film & Animation,2014,3,7925.20814
950,VIRAL IN INDIA,"2,350,000.00","792,099,013.00","1,330.00",People & Blogs,2016,2.35,7920.99013
951,Official the jeet,"2,940,000.00","791,283,127.00",460.00,Entertainment,2021,2.94,7912.83127
952,EnewsOdia,"2,300,000.00","791,101,819.00","2,395.00",Entertainment,2015,2.3,7911.01819
953,SRS Media Vision Entertainment,"1,290,000.00","791,075,253.00","3,163.00",People & Blogs,2014,1.29,7910.75253
954,Messy Talk,"7,290,000.00","790,052,531.00",570.00,Gaming,2020,7.29,7900.52531
955,News4Nation,"1,750,000.00","789,765,117.00","48,008.00",,2018,1.75,7897.65117
956,Speed Records Haryanvi,"3,070,000.00","789,700,227.00",477.00,Music,2019,3.07,7897.00227
957,Rehaan Roy,"1,840,000.00","789,490,168.00",252.00,People & Blogs,2011,1.84,7894.90168
958,Dainik Savera,"2,070,000.00","788,846,120.00","73,753.00",News & Politics,2013,2.07,7888.4612
959,Brut India,"1,680,000.00","786,964,452.00","2,133.00",News & Politics,2019,1.68,7869.64452
960,Kabaddi365.com,"2,020,000.00","786,232,244.00","3,909.00",Sports,2013,2.02,7862.32244
961,Bengali Movies- Angel Digital,"4,570,000.00","785,882,180.00","1,795.00",Film & Animation,2005,4.57,7858.8218
962,Bhavani Movies,"1,690,000.00","784,992,883.00","18,641.00",Entertainment,2015,1.69,7849.92883
963,Ashirbad Studio Official,"2,440,000.00","784,986,560.00","2,030.00",Entertainment,2014,2.44,7849.8656
964,Celebrity Cricket League,"2,440,000.00","784,250,045.00","4,389.00",Entertainment,2005,2.44,7842.50045
965,HOW IT POSSIBLE,"1,750,000.00","781,604,339.00",426.00,Pets & Animals,2020,1.75,7816.04339
966,DHAKAD CHHORA,"2,160,000.00","780,326,881.00",375.00,Entertainment,2016,2.16,7803.26881
967,Kannada Comedy Scenes,"1,340,000.00","780,072,784.00","4,815.00",People & Blogs,2015,1.34,7800.72784
968,Asianet Movies,"1,320,000.00","779,449,611.00","7,687.00",Film & Animation,2012,1.32,7794.49611
969,Murari Ki Kocktail,"2,070,000.00","778,816,793.00",519.00,Entertainment,2011,2.07,7788.16793
970,Sakshi TV Live,"1,350,000.00","778,780,634.00","9,485.00",People & Blogs,2015,1.35,7787.80634
971,Dilsefoodie Official,"2,130,000.00","778,158,166.00","1,050.00",Entertainment,2017,2.13,7781.58166
972,Q News,"1,660,000.00","778,089,955.00","29,518.00",News & Politics,2018,1.66,7780.89955
973,jaipurthepinkcity,"5,720,000.00","777,640,506.00","2,611.00",Howto & Style,2009,5.72,7776.40506
974,Shikha's Kitchen,"2,680,000.00","777,136,937.00","2,528.00",Education,2016,2.68,7771.36937
975,Primetime Action Movies,"4,810,000.00","776,183,856.00",265.00,Entertainment,2018,4.81,7761.83856
976,Mr. AaRuSh,"1,720,000.00","775,792,221.00",206.00,People & Blogs,2016,1.72,7757.92221
977,Friday Poster Channel,"1,590,000.00","775,604,893.00","16,951.00",Entertainment,2016,1.59,7756.04893
978,RCM BHAKTI SAGAR,"3,140,000.00","774,963,931.00","6,519.00",Entertainment,2016,3.14,7749.63931
979,Kala Niketan,"2,350,000.00","774,515,706.00",372.00,Entertainment,2008,2.35,7745.15706
980,BiBiPAM Dupi Car's,"2,400,000.00","774,447,962.00",66.00,Education,2013,2.4,7744.47962
981,Satya Hindi सत्य हिन्दी,"2,140,000.00","772,331,564.00","15,852.00",,2018,2.14,7723.31564
982,Chill Pannu Maapi,"1,720,000.00","770,818,569.00",447.00,Entertainment,2020,1.72,7708.18569
983,Harsha Sai - For You Telugu,"8,000,000.00","770,719,322.00",112.00,Education,2018,8,7707.19322
984,Home entertainment and vlog,"1,120,000.00","770,404,671.00","1,432.00",People & Blogs,2013,1.12,7704.04671
985,MotorOctane,"2,960,000.00","770,065,226.00","2,424.00",Autos & Vehicles,2012,2.96,7700.65226
986,GetsetflyFACT,"4,830,000.00","768,801,047.00",636.00,People & Blogs,2017,4.83,7688.01047
987,Galatta Pink,"909,000.00","768,006,419.00","7,906.00",Entertainment,2021,0.909,7680.06419
988,PuthuYugamTV,"2,890,000.00","767,434,824.00","64,941.00",Entertainment,2013,2.89,7674.34824
989,cravingsandcalories vlogs,"1,240,000.00","767,382,999.00",556.00,Education,2017,1.24,7673.82999
990,RKR vines,"3,810,000.00","767,323,167.00",307.00,Entertainment,2017,3.81,7673.23167
991,Crazy Cherryboy,"1,210,000.00","766,399,398.00",346.00,,2019,1.21,7663.99398
992,Amara Muzik Odia,"2,080,000.00","765,584,008.00","2,971.00",Music,2015,2.08,7655.84008
993,DRJ Records Bhojpuri,"2,320,000.00","765,106,569.00",400.00,Music,2015,2.32,7651.06569
994,TrendMusic,"1,570,000.00","763,819,409.00","1,819.00",Film & Animation,2015,1.57,7638.19409
995,The Mix,"2,050,000.00","763,778,661.00",708.00,Entertainment,2019,2.05,7637.78661
996,Creative Thinks,"2,300,000.00","761,826,198.00",91.00,Entertainment,2014,2.3,7618.26198
997,Bhaity Music Industry,"5,400,000.00","760,154,550.00",47.00,Entertainment,2016,5.4,7601.5455
998,Raza Graphy,"2,420,000.00","760,091,144.00","3,572.00",,2015,2.42,7600.91144
999,Rojgar with Ankit,"6,330,000.00","760,079,770.00","12,393.00",,2017,6.33,7600.7977
1000,FWF India News,"3,480,000.00","759,674,662.00","8,438.00",Entertainment,2013,3.48,7596.74662